KEY,"English"
TASK_17_9A,"[i]You hurry back the way you came with the Devaronians in tow. Taking it carefully, and sticking to the shadows, you are able to make it back to the [/i]Millennium Falcon[i].\n\nJust after you arrive, stormtroopers burst into the bay and open fire. You have only a moment to get to some cover and return fire. Above, a particle shield powers on, trapping the [/i]Falcon[i] in the bay.[/i]"
TASK_17_9A_ALERT,"[i]You hurry back the way you came with the Devaronians in tow. Taking it carefully, and sticking to the shadows, you are able to make it back to the [/i]Millennium Falcon[i].\n\nJust after you arrive, stormtroopers burst into the bay and open fire. You have only a moment to get to some cover and return fire. Above, a particle shield powers on, trapping the [/i]Falcon[i] in the bay.\n\nThe stormtroopers seem well-prepared; maybe you drew too much attention earlier.[/i]"
TASK_17_PLAYER_9AA,"Shoot out the shield generator."
TASK_17_PLAYER_9AB,"Find the shield controls."
TASK_17_11B,"[i]You escort the Devaronians into the bay. Han waves them up the ramp just as a particle shield powers on, covering the bay’s exit and trapping the [/i]Falcon[i] inside. ""We need to take care of that shield before more stormtroopers show up,"" Han shouts over the sound of the [/i]Falcon[i]’s engines starting.[/i]"
TASK_17_10AA,"[i]More stormtroopers enter the bay, undeterred by you or Han. You scan the top of the bay and spot the particle shield’s generator. Venturing out from beneath the safety of the [/i]Falcon[i], you brave the blaster fire to line up a shot.[/i]\n\nEach hero tests  or . Input the total ."
TASK_17_10AA_SUCCESS,"[i]You take careful aim at the most vulnerable part of the shield generator. Your first several shots ricochet off the shield generator’s protective casing, but one finds its target. The generator flashes as its internals explode, and the shield flickers and dies.\n\nYou run up the [/i]Falcon[i]’s ramp with Han as he yells. ""Chewie, get us out of here!""[/i]"
TASK_17_10AA_FAILURE,"[i]The stormtroopers keep you from being able to line up a good shot. Your shots ricochet harmlessly off the generator’s protective casing. Han levels his blaster pistol at the generator and fires. The generator flashes as its internals explode, and the shield flickers and dies.\n\nYou run up the [/i]Falcon[i]’s ramp with Han as he yells. ""Chewie, get us out of here!""[/i]"
TASK_17_10AB,"[i]More stormtroopers enter the bay, undeterred by you or Han. You look for a control panel and spot one across the bay. Venturing out from beneath the safety of the [/i]Falcon[i], you brave the blaster fire to reach the panel.[/i]\n\nEach hero tests  or . Input the total ."
TASK_17_10AB_SUCCESS,"[i]The console does not directly control the shield, but it does seem to control the bay’s power. If you cut power to the shield you might be able to escape. You throw several breakers and, when that doesn’t seem to do the trick, yank a corroded power converter out of its socket. The shield flickers and dies.\n\nYou run up the [/i]Falcon[i]’s ramp with Han as he yells. ""Chewie, get us out of here!""[/i]"
TASK_17_10AB_FAILURE,"[i]You make your way to the console, but blaster fire keeps you from being able to do what you need. Han levels his blaster pistol at the shield’s generator and fires. The generator flashes as its internals explode, and the shield flickers and dies.\n\nYou run up the [/i]Falcon[i]’s ramp with Han as he yells. ""Chewie, get us out of here!""[/i]"
TASK_17_END_1,"[i]While you were retrieving the Devaronians, Han managed to get details on the patrol routes of Imperial cruisers in the system. With the trap in the docking bay behind you, Han takes the [/i]Falcon[i] safely to hyperspace.[/i]"
TASK_17_END_2,"[i]Once you are safely away, Han finds you in the [/i]Falcon[i]’s common area. ""Thanks for sticking your neck out back there,"" he says with some effort. ""If you need a hand with anything, I owe you a favor.""[/i]"
TASK_17_REWARD_1,"You receive Han Solo (Scoundrel) as an ally for the next mission!"
TASK_17_REWARD_2,"You receive Han Solo (Scoundrel) as an ally for the next 2 missions!"
TASK_18_NAME,"Protector"
TASK_18_DESC,"[i]Command wants you to accompany Han Solo and Chewbacca to a negotiation on Nar Shaddaa.[/i]\n\nAlly: Chewbacca"

TASK_18_2,"[i]You wait aboard the [/i]Millennium Falcon[i] while Han Solo deals with a local informant outside the ship. When Solo comes back aboard, his Wookiee copilot, Chewbacca, gives an irritable growl. ""I told you, Drem won’t deal with us if you come along. We’re lucky he’s talking to us at all after that stunt you pulled last time.""\n\nThe smuggler swivels toward you. ""You should probably stay here, too. Drem gets anxious around unfamiliar faces, and we’re already asking him to 'lose' a bunch of hyperdrive modules.""[/i]"
TASK_18_PLAYER_2,"Stay here? Then why did we even come?"
TASK_18_3,"[i]""Someone at Command wants to keep an eye on me, I guess. But I work better on my own."" Chewbacca voices what you think is disagreement.\n\nSolo leaves you alone on the [/i]Falcon[i] with Chewbacca. The Wookiee is sulking elbow deep in one of the ship’s maintenance crawlspaces.[/i]"
TASK_18_3_WOOKIEE,"[i]""Someone at Command wants to keep an eye on me, I guess. But I work better on my own."" Chewbacca disagrees, but Solo doesn’t pay attention to him. He flashes a roguish smile. ""Trust me.""\n\nSolo leaves you alone on the [/i]Falcon[i] with Chewbacca. The Wookiee is sulking elbow deep in one of the ship’s maintenance crawlspaces.[/i]"
TASK_18_TALK_CHEWIE_1,"Not what you were hoping for, huh?"
TASK_18_TALK_CHEWIE_2,"How’s being a Rebel treating you?"
TASK_18_TALK_CHEWIE_3,"What are you working on?"
TASK_18_TALK_CHEWIE_4,"Can I interest you in a game of dejarik?"
TASK_18_CHEWIE_RESPONSE_1,"[i]Chewbacca pokes his head up from his work just long enough to give a short growl, but you aren’t sure what that conveys. It would be very useful to know Shyriiwook, apparently.[/i]"
TASK_18_CHEWIE_RESPONSE_WOOKIEE,"[i]Chewbacca pokes his head up from his work just long enough to tell you that he doesn’t like being left behind, especially since Solo has a way of finding trouble.[/i]"
TASK_18_CHEWIE_RESPONSE_2,"[i]Chewbacca makes a series of truncated warbles. You get the feeling he’s brushing off your inquiries.[/i]"
TASK_18_CHEWIE_RESPONSE_3,"[i]Chewbacca doesn’t dignify that with an answer. He probably didn’t hear you. Probably.[/i]"
TASK_18_4,"[i]Chewbacca perks up at the mention of the game. You have a brief moment to think you may have made a connection before the grinding of metal on metal fills the room.\n\nYou follow Chewbacca down the [/i]Falcon[i]’s ramp. Buzz droids swarm over the ship, saw blades whirring and fusion cutters firecracker bright. Chewbacca blasts one, and several droids break off and leap toward you and the Wookiee.[/i]"
TASK_18_4_WOOKIEE,"[i]You chat with Chewbacca for a while, and he shares the story of how they fell in with the Alliance. You’re just setting up for a game of dejarik when the grinding of metal on metal fills the room.\n\n[/i]You follow Chewbacca down the [/i]Falcon[i]’s ramp. Buzz droids swarm over the ship, saw blades whirring and fusion cutters firecracker bright. Chewbacca blasts one, and several droids break off and leap toward you and the Wookiee.[/i]"
TASK_18_PLAYER_4A,"Fight off the droids."
TASK_18_PLAYER_4B,"Observe the droids’ tactics."
TASK_18_PLAYER_4C,"Look for a way to disable the droids."
TASK_18_TEST_STR,"Each hero tests . Input the total ."
TASK_18_TEST_INS,"Each hero tests . Input the total ."
TASK_18_TEST_TEC,"Each hero tests . Input the total ."
TASK_18_5A_SUCCEED,"[i]The droids are on you in moments, clinging and stabbing and swiping with buzzsaws sharp enough to carve through a starfighter’s hull. For each droid you manage to disable, more come at you.[/i]"
TASK_18_5A_FAIL,"[i]The droids are on you in moments, clinging and stabbing and swiping with buzzsaws sharp enough to carve through a starfighter’s hull. For each droid you manage to disable, more come at you, and it’s impossible to avoid some injury.[/i]\n\nChoose 1 hero to be injured. This hero may not test or use abilities for the rest of this encounter."
TASK_18_5B_SUCCEED,"[i]You take out a few of the closest droids, but it’s clear that trying to take them down one by one is an uphill battle. The droids act in precise concert, more like a single entity than a swarm of smaller ones. That’s much cleverer than buzz droids usually are. Someone is giving them commands.[/i]"
TASK_18_5B_FAIL,"[i]You take out a few of the closest droids, but it’s clear that trying to take them down one by one is an uphill battle. The droids swarm around you, a new cluster of them everywhere you turn, and every tactic you try is countered in seconds.[/i]\n\nChoose 1 hero to be corralled by droids. This hero may not test or use abilities for the rest of this encounter."
TASK_18_5C_SUCCEED,"[i]You spot an old, ill-maintained power generator, intended for recharging a ship’s power cells. Now, it looks more like a safety hazard. Fighting off a few buzz droids, you make your way to it.\n\nYou bypass the generator’s safety interlocks and aim a rusted power conduit at the thickest part of the buzz droid swarm. Lightning arcs from the end of the conduit, cracking across one buzz droid, to another, to another. The droids quiver, their arachnoid limbs dancing, and one by one go limp.[/i]"
TASK_18_5C_FAIL,"[i]You spot an old, ill-maintained power generator, intended for recharging a ship’s power cells. Now, it looks more like a safety hazard. Fighting off a few buzz droids, you make your way to it.\n\nYou rip open the generator’s maintenance panel, knowing that you’ll have to bypass some safeties to weaponize the unit. Everything is so corroded that it’s a challenge just getting the unit to start, and you get a nasty shock for your efforts.[/i]\n\nChoose 1 hero to be stunned by the generator. This hero may not test or use abilities for the rest of this encounter."
TASK_18_6A,"[i]Chewbacca bats a droid off of himself and aims his bowcaster upward, tracing his line of sight over the [/i]Falcon[i]. He fires, and you follow the shot to see it just miss a retreating figure in an armored cloak on a high maintenance catwalk. Chewbacca growls and points.[/i]"
TASK_18_6B,"[i]You scan the docking bay, looking for a sign of other assailants, and spot a figure in an armored cloak crouched on a high maintenance catwalk. You point the figure out to Chewbacca just as the figure realizes he’s been seen and starts to run.[/i]"
TASK_18_6C,"[i]A blaster bolt strikes the generator just as you adjust your aim at another group of buzz droids. The generator whines and dies, useless. You look up toward the blaster bolt’s origin and see a figure in an armored cloak running along a high maintenance catwalk.[/i]"
TASK_18_PLAYER_6,"Pursue."
TASK_18_7,"[i]You dart up a ladder to an adjoining walkway. Your quarry whirls to fire at you, blaster bolts splattering across cargo crates and maintenance gear as you move.[/i]\n\nEach hero tests . Input the total ."
TASK_18_8_SUCCEED,"[i]You power through, circling part of the [/i]Falcon[i]’s berth before swerving into a utility corridor running alongside the spaceport’s bays. You can see the attacker in the distance, and you’re closing in. You are mere meters apart when he spins and lobs a shock grenade at you.[/i]"
TASK_18_PLAYER_8A,"Go faster."
TASK_18_PLAYER_8B,"Knock it away."
TASK_18_8_FAIL,"[i]You run as fast as you are able, but the attacker has a significant head start. You circle part of the [/i]Falcon[i]’s berth before swerving into a utility corridor running alongside the spaceport’s bays. You slam headlong into a gonk droid as you round the corner. The droid topples, blocking your way. Ahead, you can just make out the silhouette of the attacker disappearing out into the city.\n\n""Gonk,"" grumbles the droid.[/i]"
TASK_18_9A_SUCCEED,"[i]You dig deep, finding new reserves of strength to drive forward. The grenade bounces past you, and you hear the sharp snap of its detonation somewhere in your past.\n\nYou tackle the attacker, knocking him to the ground. He rolls onto his back to aim his blaster at you, but you’ve got weapons pointed at him first. He drops his own and holds up his hands just as Chewbacca catches up to you. ""I give! I give!""[/i]"
TASK_18_9B_SUCCEED,"[i]You watch the grenade’s arc and, at just the right moment, knock it from the sky with your weapon. The grenade soars back the way it came, rewinding its trajectory, until you hear the sharp snap of its detonation. The attacker is caught in the blast; he suddenly goes as slack as a snapped cable and falls to the ground.\n\nYou close the remaining distance and point weapons at him as he starts to regain muscle control. He holds up his hands just as Chewbacca catches up to you. ""I give! I give!""[/i]"
TASK_18_9_FAIL,"[i]You can only dive for cover before the grenade goes off. The crackling detonation makes your hair stand on end, but otherwise you are unscathed.\n\nYou leap back to your feet, but the attacker is far down the corridor. Catching him doesn’t seem likely, at least, not until a wall of fur rockets out of an adjoining corridor and slams him against a wall.\n\nChewbacca lifts the dazed attacker by his shoulders, teeth bared, growling. The attacker struggles to hold up his hands in surrender. ""I give! I give!""[/i]"
TASK_18_PLAYER_9,"Who are you?"
TASK_18_10,"[i]""Bounty hunter. Your friend Captain Solo owes Jabba the Hutt some money."" Chewbacca grips the bounty hunter and shakes him, snarling all the while. ""I got it! I got it! I don’t plan to collect. Too dangerous for what Jabba’s paying.""\n\nChewbacca takes the jury-rigged droid caller the bounty hunter had been using to control the buzz droids. The Wookiee makes eye contact with the bounty hunter, then smashes the caller against a wall. The bounty hunter nods quickly, getting the message. When Chewbacca lets him go, he runs faster than when you were chasing him.[/i]"
TASK_18_11,"[i]You return to the [/i]Falcon[i]. Your quick reaction saved the [/i]Falcon[i] from even superficial damage, and you just have a few cuts and scrapes.\n\nIt’s another hour before Solo returns. He slows his swagger as he passes by the pile of wrecked droids. ""You just couldn’t keep yourself out of trouble, could you?"" he says to Chewbacca.[/i]"
TASK_18_PLAYER_11,"Did you make your deal?"
TASK_18_12,"[i]Solo’s attention is directed at the [/i]Falcon[i], and he answers you as if unenthusiastically reading from a script. ""One of Drem’s freighters is going to make a navigational error in a few days. Everything’s set."" Apparently satisfied that his ship is still in one piece, Solo relaxes his shoulders and tosses another glance at Chewbacca. ""And you said there was going to be trouble.""\n\nAs Solo disappears up the [/i]Falcon[i]’s ramp, Chewbacca nods at you in approval. He’s clearly impressed. You’ve never impressed a Wookiee before.[/i]"
TASK_18_12_WOOKIEE,"[i]Solo’s attention is directed at the [/i]Falcon[i], and he answers you as if unenthusiastically reading from a script. ""One of Drem’s freighters is going to make a navigational error in a few days. Everything’s set."" Apparently satisfied that his ship is still in one piece, Solo relaxes his shoulders and tosses another glance at Chewbacca. ""And you said there was going to be trouble.""\n\nAs Solo disappears up the [/i]Falcon[i]’s ramp, Chewbacca thanks you for your help and offers a hand on your future missions.[/i]"
TASK_18_REWARD_1,"You receive Chewbacca (Loyal Wookiee) as an ally for the next mission!"
TASK_18_REWARD_2,"You receive Chewbacca (Loyal Wookiee) as an ally for the next 2 missions!"
TASK_19_NAME,"Out With a Bang"
TASK_19_DESC,"[i]An Imperial listening post on Rodia has endangered Alliance operations in the area.[/i]\n\nAlly: Rebel Saboteurs"

TASK_19_1,"[i]You’ve been entrusted with temporary command of a rebel saboteur team. The leader of the team, Wrecker-1, hands you a pair of electrobinoculars. ""Looks like our intel was bad. The listening post is crawling with stormtroopers.""\n\nYou survey the listening post from your hiding place on a wooded hilltop. A massive parabolic antenna hovers above the base, scanning for interstellar transmissions. Supplies are scattered around the dish’s control bunker, and you can pick out several squads of stormtroopers and at least two AT-DP walkers on patrol.[/i]"
TASK_19_PLAYER_1,"The fleet needs us to knock it out."
TASK_19_2,"[i]""Of course, sir. We’re following your lead.""\n\nYou come down the wooded slope toward the listening post and dash for cover among the supply crates. Wrecker-1 peers around the edge of a crate. ""Troop transport incoming,"" he says, pointing out a boxy speeder coming to a stop. ""We’ve got a few spare charges.""[/i]"
TASK_19_PLAYER_2A,"Let’s rig some vehicles to blow."
TASK_19_PLAYER_2B,"Too risky. We’re just here for that antenna."
TASK_19_3A,"[i]Wrecker-1 motions to Wrecker-3. ""Set up that transport to blow."" Wrecker-3 nods and slips out of hiding to make his way toward the transport.[/i]\n\nEach hero tests . Input the total ."
TASK_19_3A_SUCCESS,"[i]You spot the transport’s driver walking toward it just as Wrecker-3 gets to work. You sneak close and subdue the driver quietly before he can reveal your presence.[/i]"
TASK_19_3A_FAILURE,"[i]""Who are you?"" You turn to see the transport’s driver drawing a blaster and pointing it toward Wrecker-3. The Duros brings his carbine up, but the driver is quicker on the trigger; several shots drop Wrecker-3.\n\nKlaxons blare. Wrecker-1 shoots the driver before he can do any more damage. ""They’re on high alert. It will be harder to get in, especially in a group like this."" He looks to you. ""We’re trained for this sort of situation. I suggest you get to the rendezvous point. We’ll meet you there.""[/i]"
TASK_19_PLAYER_3AFA,"Not going to happen."
TASK_19_PLAYER_3AFB,"Okay. Good luck."
TASK_19_3B,"[i]You are able to skirt the edge of the outpost by going from container to container. Slowly, you work your way inward.\n\nWrecker-1 adjusts the magnification on his goggles. ""Those canisters there are compressed tibanna gas. Makes a good explosion with little provocation. We still have some spare charges.""[/i]"
TASK_19_PLAYER_3BA,"Set the charges."
TASK_19_PLAYER_3BB,"It won’t blow that antenna. Save your charges."
TASK_19_4AF,"[i]An AT-DP rears its head and fires its laser cannons at your cover, forcing you to hunker down even lower.\n\n""Grenades!"" Wrecker-1 shouts. Two of his team arm anti-vehicle explosives and lob them at the AT-DP. One explodes just near the walker’s pod, rocking it on its legs and fouling its shots.[/i]"
TASK_19_4BA,"[i]Wrecker-1 motions to Wrecker-4. ""Rig those tibanna canisters. That’ll give the Empire a shock."" Wrecker-4 moves to do as ordered.[/i]\n\nEach hero tests . Input the total ."
TASK_19_4BA_SUCCESS,"[i]You notice a pair of stormtroopers making the rounds. You signal Wrecker-4 that he needs to hide. He moves behind the tibanna canisters and waits for the stormtroopers to pass.[/i]"
TASK_19_4BA_FAILURE,"[i]""You there! Stop!"" A pair of stormtroopers runs toward Wrecker-4. Wrecker-4 draws his blaster and shoots the first stormtrooper, but the second hits Wrecker-4 in the chest. As the Duros sags to the ground, his hand opens, and a concussion grenade rolls free.\n\n""Down!"" Wrecker-1 bellows, just before the grenade goes off, taking the tibanna gas canisters with it.[/i]"
TASK_19_4BB,"[i]You move quickly to the shadow of the control bunker. The antenna above blots out the sun. A security panel controls the blast door between you and your target. You don't have the access codes, so you'll have to bypass the panel's security.[/i]\n\nEach hero tests . Input the total ."
TASK_19_4BB_SUCCESS,"[i]You set to work bypassing the Imperial security protocols. They’re good, but you’ve broken through worse. The door opens.\n\n""Alright. We’re going to set the charges on the generator,"" Wrecker-1 says. ""Keep an eye out.""[/i]"
TASK_19_4BB_FAILURE,"[i]The Imperials have some heavy-duty security on this door, and despite your best efforts, you can’t seem to bypass it.\n\n""We’ll have to do this the noisy way,"" Wrecker-1 says. He and Wrecker-2 start placing charges on the door. ""Hit the control room and stop them from coordinating. That will buy us the time we need to blow the generator.""[/i]"
TASK_19_5BBS,"[i]You slip inside, away from prying eyes. While the Wreckers head toward the generator, you creep toward the outpost’s control room. As you approach, you hear the voice of an Imperial officer.\n\n""Sir, there’s a discrepancy in our security logs. Unauthorized access,"" the young officer reports.\n\nAnother officer replies, ""Is it a malfunction?""\n\n""I can’t say, sir,"" the young officer answers. ""I’ll scan the security feeds just to be sure."" He moves to monitor the bunker’s cameras.[/i]"
TASK_19_5BBF,"[i]With the charges set, the Wreckers rejoin you in cover. Wrecker-1 pulls out a detonator. He counts silently before hitting the button on the detonator. The door blows inward, gaping wounds allowing you access.\n\nWhile the Wreckers head toward the generator, you run toward the outpost’s control room. You hear frantic voices trying to figure out what just happened and coordinate a response.[/i]"
TASK_19_CHAOS,"[i]The distant explosions draw the attention of the Imperial officers. The commanding officer starts barking orders. ""Find whoever is doing that! Send reinforcements toward those coordinates!"" You can tell their control over the situation is slipping.[/i]"
TASK_19_ATTACK,"Attack."
TASK_19_DISTRACT,"Set off charges to create a distraction."
TASK_19_BLOW_WHAT,"[i]If you order the Wreckers to set off some of the charges they placed earlier, you could sow chaos amongst the Imperial forces.[/i]"
TASK_19_5AF,"[i]Your ears are ringing as you recover. You see the AT-DP wavering on its spindly legs, crowned by flame, before it topples. Wrecker-1 and his team are fitting large charges to the troop transport. ""Get clear! We’ll meet you at the rendezvous!"" Wrecker-1 shouts.\n\nAs you fall back, heading for the forest, you see Wrecker-1 start driving the transport toward the bunker.[/i]"
TASK_19_5BF,"[i]You blink. Your whole squad is on their backs. A plume of fire and smoke rises above you. Your ears are ringing. How long were you out?\n\nYou signal Wrecker-1. His voice comes through, though it’s hard to pick out from the background noise. ""We’re finishing the mission. Get to the rendezvous point.""[/i]"
TASK_19_6A,"[i]You charge into the room. The small group of Imperial technicians don’t stand a chance against your battle-tested skills.\n\nOut the transparisteel window in front of you, you see flashing red lights all across the outpost, and stormtroopers converging on your position. You signal Wrecker-1 that you haven’t got much time.\n\n""Get out of here. We’re not done yet. We’ll catch up with you at the rendezvous point.""[/i]"
TASK_19_PLAYER_STAY,"We aren’t leaving without you."
TASK_19_PLAYER_GO,"Acknowledged. See you at the rendezvous."
TASK_19_7A,"[i]""I appreciate the sentiment, but your sacrifice will gain the Alliance nothing,"" Wrecker-1 says. ""We’re trained for this.""\n\nStormtroopers start to pour into the control bunker. You set up a defensive position to pick them off, but you can only hold out for so long.[/i]"
TASK_19_8A,"[i]More stormtroopers arrive. Blaster bolts sear the air close enough for you to feel their heat. Every stormtrooper you take out is replaced with two more.\n\n""Charges are set!"" Wrecker-1 shouts from your comlink. ""Get going! We’ll be right behind you!""[/i]"
TASK_19_7B,"[i]You get out of the listening post as quickly as you can. Stormtroopers catch you as you exit, but you’ve been in worse spots. You dispatch a few and force the others to keep their heads down long enough for you to escape, and you are able to keep from fighting any battles too large for you to win.[/i]"
TASK_19_END_1,"[i]As you reach the edge of the listening post, you hear a detonation. You turn to see a red-orange blossom erupt from the side of the control bunker. Another detonation breaks the din, and then another; the flames consume the bunker with monstrous appetite.[/i]"
TASK_19_END_2,"[i]Later, at your rendezvous point, you see {0} Duros emerge from the trees. They’re singed and a little rattled, but intact. A quick count shows that you’re missing a few, Wrecker-1 included. Wrecker-2, now the ranking member of the team, shakes his head. ""It was a bad situation,"" he says. ""But you still have our support.""[/i]"
TASK_19_BLOW_VEHICLES,"Blow those vehicles, Wrecker-3."
TASK_19_VEHICLES_EXPLODE,"[i]An explosion lifts the troop transport off the ground. Imperials scramble, looking for possible attack from the air or vehicular weaponry.[/i]"
TASK_19_BLOW_TIBANNA,"Blow that tibanna, Wrecker-4."
TASK_19_TIBANNA_EXPLODE,"[i]In a series of rapid-fire booms, the tibanna gas canisters blow, creating a towering plume of flame and knocking nearly everyone outside the bunker off their feet.[/i]"
TASK_19_HOLD,"Hold the line."
TASK_19_REWARD_1,"You receive regular Rebel Saboteurs as allies for the next mission!"
TASK_19_REWARD_2,"You receive regular Rebel Saboteurs as allies for the next 2 missions!"
ENCOUNTER_20_NAME,"In Trouble Again"
ENCOUNTER_20_DESC,"[i]Two Rebel agents have failed to check in during a mission to Toydaria. Find them and, if need be, render assistance.[/i]\n\nAlly: C-3P0 or R2-D2"
ENCOUNTER_20_1,"[i]Broad viewports look out of the Toydarian shadowport over the swamp, allowing pale daylight to filter in. It isn't long before you spot a portly Toydarian trying aggressively to sell a passersby a pair of droids matching the description of the missing Rebel agents, C-3PO and R2-D2.\n\nSeeing you approach, the Toydarian junk dealer does not miss a beat. ""I see you have a keen eye for fine droids! My name is Brogo. See anything you like?"" Brogo waves in the direction of a market stall populated mostly by knick-knacks and droids too old to be easily identified.[/i]"
ENCOUNTER_20_PLAYER_1A,"Ask about the droids."
ENCOUNTER_20_PLAYER_1B,"Distract Brogo"
ENCOUNTER_20_DROIDS,"[i]""These two?"" He scowls in the pair's general direction. ""I'm sure I could find you something...better.""\n\n""I beg your pardon?"" protests C-3PO. ""I am very capable. In fact, I have been trusted with..."" R2-D2 whistles shrilly, cutting C-3PO off. ""In any case, we are not for sale.""\n\n""They are for sale,"" Brogo grumbles.\n\n""We are not,"" C-3PO insists.[/i]"
ENCOUNTER_20_PLAYER_SALE,"Offer to buy the droids."
ENCOUNTER_20_PLAYER_NOSALE,"Coerce Brogo into freeing the droids."
ENCOUNTER_20_PLAYER_THEFT,"On second thought, steal the droids."
ENCOUNTER_20_NEGOTIATING,"[i]Alliance Command gave you a limited amount of credits to facilitate this rescue mission, and you hope what you have left will be enough to buy the droids outright. You make Brogo an offer. ""For both of them!? That's robbery!"" He glares at the droids. ""I'll give you one for that. Take your pick."" C-3PO looks at you hopefully, while R2-D2 lets out a mournful tone.[i]"
ENCOUNTER_20_PLAYER_ARTOO,"We'll take the blue one."
ENCOUNTER_20_PLAYER_THREEPIO,"We'll take the gold one."
ENCOUNTER_20_BOUGHT_ARTOO,"[i]Brogo detaches the restraining bolt from R2-D2. The astromech whistles, happy to be free of the restraining bolt. ""Artoo, don't leave me!"" calls C-3PO as you walk away. Somehow, you can see the sense of betrayal in his visual receptors.\n\nOnce you are out of earshot of Brogo, you tell R2-D2 that you are with the Alliance. The droid swivels his dome impassively for a moment before veering off down an adjoining corridor.[/i]"
ENCOUNTER_20_PLAYER_WHERE?,"Where are you going?"
ENCOUNTER_20_ARTOO_HERO,"[i]R2-D2 wheels down the corridor fast enough that the beings in his way move aside before he slams into them. You follow along, trying to keep up with where the droid is headed. After an abrupt turn, the astromech extends his scomp link and plugs in to an access port.[/i]"
ENCOUNTER_20_PLAYER_PREPARE,"Get ready to back up R2-D2."
ENCOUNTER_20_PLAYER_CALM,"Remain inconspicuous."
ENCOUNTER_20_READY,"[i]You move close to R2-D2, hands near your weapons.\n\nThe lights flicker, and the shutters on the broad viewports rattle down into place as the overhead lights die. The market corridors are plunged into darkness. You hear shouts, pirates and ne'er-do-wells drawing weapons. Yours are already in your hands, and when the blaster bolts start flying, you deftly return fire.\n\nR2-D2 bumps against you on his way back toward Brogo's stall.[/i]"
ENCOUNTER_20_PLAYER_MOVE!,"Follow R2-D2."
ENCOUNTER_20_PLAYER_COVERFIRE,"Take down any threats."
ENCOUNTER_20_PLAYER_DISTRACTION,"Create a distraction."
ENCOUNTER_20_FIGHT_BACK,"[i]You quickly try to pick out those shapes in the darkness that look most likely to cause you trouble.[/i]\n\nAll heroes test . Input the total ."
ENCOUNTER_20_FIGHT_BACK_SUCCESS,"[i]You train your blasters on those who get too close to you and R2-D2 and put a few stun blasts into them to keep your charge safe. The chaos subsides as you bring down the more belligerent market-goers, and the others realize that they aren't under attack.[/i]"
ENCOUNTER_20_FIGHT_BACK_FAILURE,"[i]You train your blasters on those who get too close to you and R2-D2 and put a few stun blasts into them, but discharging your weapons only seems to draw more fire. Though your armor absorbs the worst of the attacks coming your way, a few blaster bolts ping off R2-D2's chassis.[/i]"
ENCOUNTER_20_DISTRACTION_JARROD,"[i]In the dark, Brogo swings his scattergun your way. ""I found these droids, fair and square!""\n\nJarrod dodges toward Brogo's other junked droids, rips open their maintenance panels and splices wires until the droids power up. He sends them lumbering mindlessly toward Brogo, forming a wall of metal. ""What are you doing? Get away, you buckets of bolts!""\n\nJax slices the restraining bolt from C-3PO, and you have ample time to leave with the droids before anyone else intervenes.[/i]"
ENCOUNTER_20_DISTRACTION_NOJARROD,"[i]You overturn a nearby fruit stand, sending dozens of pungent melon-like fruits rolling down the corridor. You hear surprised shouts and see trails of blaster fire arc toward the ceiling as the combatants stumble on the fruit.[/i]"
ENCOUNTER_20_NOT_READY,"[i]The lights flicker, and the shutters on the broad viewports rattle down into place as the overhead lights die. The market corridors are plunged into darkness. You hear shouts and weapons sliding from holsters.[/i]\n\nEach hero tests  or . Input the total ."
ENCOUNTER_20_COMBAT_SUCCESS,"[i]You cover R2-D2, guided by the dim lights on his dome, as he trundles back toward Brogo's stall. Even in the darkness, you bring down any threats to the little droid.[/i]"
ENCOUNTER_20_COMBAT_FAILURE,"[i]You try to cover R2-D2, guided by the dim lights on his dome, as he trundles back toward Brogo's stall, but between keeping your own heads down and trying to trace the source of the attacks in the darkness, a few blaster bolts ping off the astromech's plating.[/i]"
ENCOUNTER_20_STEALTH,"[i]You slip toward the edge of the market, hoping to blend in.[/i]\n\nEach hero tests . Input the total ."
ENCOUNTER_20_STEALTH_SUCCESS,"[i]The lights flicker, and the shutters on the broad viewports rattle down into place as the overhead lights die. The market corridors are plunged into darkness. You hear shouts as pirates and ne'er-do-wells draw weapons. You stay at the edge of the chaos until you spot the dim lights on R2-D2's dome heading back toward Brogo's stall.[/i]"
ENCOUNTER_20_BOUGHT_THREEPIO,"[i]Brogo detaches the restraining bolt from C-3PO. The Toydarian seems relieved to be free of the protocol droid.\n\n""I commend you on your excellent taste,"" C-3PO says as you walk away, ""but I already have a master. I must return to her."" You tell C-3PO the Alliance sent you to rescue him and R2-D2. ""Oh. Oh, I see."" He peers back toward Brogo's stall. ""Then we must retrieve Artoo as well.""[/i]"
ENCOUNTER_20_PLAYER_WHAT?,"What do you know about Brogo?"
ENCOUNTER_20_THREEPIO_INTEL,"[i]""The other merchants at least tolerate him. I can't imagine why; he seems rather unpleasant."" C-3PO tilts his upper body, which you take to be the rough equivalent of cocking his head. ""I overheard him mention he is expecting a criminal operator of some repute. A Rodian, as I recall. He apparently owes this Rodian quite a lot of credits.""[/i]"
